word_base,word_phonetic,word_audio_url,word_pos1,word_def1,word_syn1,word_ant1,word_pos2,word_def2,word_syn2,word_ant2,word_pos3,word_def3,word_syn3,word_ant3,word_source_url,word_pos4,word_def4,word_syn4,word_ant4,word_pos5,word_def5,word_syn5,word_ant5
venerate,/ˈvɛnəɹeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/venerate-au.mp3,verb,To treat with great respect and deference.;;;To revere or hold in awe.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/venerate,,,,,,,,
antedate,/ˈæntiˌdeɪt/,,noun,Prior date; a date antecedent to another which is the actual date.;;;Anticipation;;;,,,verb,To occur before an event or time; to exist further back in time.;;;To assign a date to a document or action earlier than the actual date; to backdate.;;;To find earlier citational evidence for a term.;;;,"backdate,foredate,predate,","backdate,foredate,predate,",,,,,https://en.wiktionary.org/wiki/antedate,,,,,,,,
bridle,/ˈbɹaɪdəl/,https://api.dictionaryapi.dev/media/pronunciations/en/bridle-us.mp3,noun,"The headgear with which a horse is directed and which carries a bit and reins.;;;A restraint; a curb; a check.;;;A length of line or cable attached to two parts of something to spread the force of a pull, as the rigging on a kite for attaching line.;;;A mooring hawser.;;;A piece in the interior of a gunlock which holds in place the tumbler, sear, etc.;;;A gesture expressing pride or vanity.;;;",,,verb,"To put a bridle on.;;;To check, restrain, or control with, or as if with, a bridle; as in bridle your tongue.;;;To show hostility or resentment.;;;To hold up one's head proudly or affectedly.;;;","restrain,","restrain,",,,,,https://en.wiktionary.org/wiki/bridle,,,,,,,,
crestfallen,,https://api.dictionaryapi.dev/media/pronunciations/en/crestfallen-au.mp3,adjective,"Sad because of a recent disappointment.;;;Depressed.;;;(of a horse) Having the crest, or upper part of the neck, hanging to one side.;;;","blue,dejected,depressed,despondent,down in the dumps,downcast,sorrowful,disappointed,disillusioned,","blue,dejected,depressed,despondent,down in the dumps,downcast,sorrowful,disappointed,disillusioned,",,,,,,,,,https://en.wiktionary.org/wiki/crestfallen,,,,,,,,
curtail,/kɜːˈteɪl/,,noun,"A scroll termination, as of a step, etc.;;;",,,verb,"To cut short the tail of an animal;;;To shorten or abridge the duration of something; to truncate.;;;To limit or restrict, keep in check.;;;","crop,dock,behedge,control,limit,restrain,abbreviate,shorten,","crop,dock,behedge,control,limit,restrain,abbreviate,shorten,",,,,,https://en.wiktionary.org/wiki/curtail,,,,,,,,
elucidate,/əˈluː.sɪ.de͡ɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/elucidate-uk.mp3,verb,To make clear; to clarify; to shed light upon.;;;,"explicate,illuminate,","explicate,illuminate,",,,,,,,,,https://en.wiktionary.org/wiki/elucidate,,,,,,,,
feckless,,https://api.dictionaryapi.dev/media/pronunciations/en/feckless-au.mp3,adjective,"Lacking purpose.;;;Without skill, ineffective, incompetent.;;;Lacking the courage to act in any meaningful way.;;;Lacking vitality.;;;","feeble,futile,hopeless,ineffective,ineffectual,meaningless,useless,aimless,careless,irresponsible,reckless,unpurposed,worthless,","feeble,futile,hopeless,ineffective,ineffectual,meaningless,useless,aimless,careless,irresponsible,reckless,unpurposed,worthless,",,,,,,,,,https://en.wiktionary.org/wiki/feckless,,,,,,,,
fester,,https://api.dictionaryapi.dev/media/pronunciations/en/fester-au.mp3,noun,A fistula.;;;A sore or an ulcer of the skin.;;;The condition of something that festers; a festering; a festerment.;;;,,,verb,"To become septic; to become rotten.;;;To worsen, especially due to lack of attention.;;;To cause to fester or rankle.;;;",,,,,,,https://en.wiktionary.org/wiki/fester,,,,,,,,
immure,/ɪˈmjʊə(r)/,https://api.dictionaryapi.dev/media/pronunciations/en/immure-us.mp3,noun,A wall; an enclosure.;;;,,,verb,"To cloister, confine, imprison: to lock up behind walls.;;;To put or bury within a wall.;;;(of a growing crystal) To trap or capture (an impurity); chiefly in the participial adjective immured and gerund or gerundial noun immuring.;;;","inter,cloister,confine,imprison,incarcerate,","inter,cloister,confine,imprison,incarcerate,",,,,,https://en.wiktionary.org/wiki/immure,,,,,,,,
inscrutable,/ˌɪnˈskɹuːtəbl/,https://api.dictionaryapi.dev/media/pronunciations/en/inscrutable-au.mp3,noun,"One who or that which is inscrutable; a person, etc. that cannot be comprehended.;;;",,,adjective,"Difficult or impossible to comprehend, fathom or interpret.;;;","ineffable,","ineffable,",,,,,https://en.wiktionary.org/wiki/inscrutable,,,,,,,,
lionize,/ˈlaɪənaɪz/,https://api.dictionaryapi.dev/media/pronunciations/en/lionize-us.mp3,verb,"To treat (a person) as if they were important, or a celebrity.;;;To visit famous places in order to revere them.;;;To behave as a lion.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/lionize,,,,,,,,
monotonous,/məˈnɒtənəs/,,adjective,"Having an unvarying tone or pitch.;;;Tedious, repetitious or lacking in variety.;;;","level,monotone,monotonic,samely,","level,monotone,monotonic,samely,",,,,,,,,,https://en.wiktionary.org/wiki/monotonous,,,,,,,,
profligate,/ˈpɹɒflɪɡət/,,noun,An abandoned person; one openly and shamelessly vicious; a dissolute person.;;;An overly wasteful or extravagant individual.;;;,"wastrel,","wastrel,",verb,To drive away; to overcome.;;;,"overcome,","overcome,",adjective,"Inclined to waste resources or behave extravagantly.;;;Immoral; abandoned to vice.;;;Overthrown, ruined.;;;","immoral,licentious,extravagant,prodigal,wasteful,","immoral,licentious,extravagant,prodigal,wasteful,",https://en.wiktionary.org/wiki/profligate,,,,,,,,
ruminate,/ˈɹumɪneɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/ruminate-au.mp3,verb,To chew cud. (Said of ruminants.) Involves regurgitating partially digested food from the rumen.;;;To meditate or reflect.;;;To meditate or ponder over; to muse on.;;;,,,adjective,"Having a hard albumen penetrated by irregular channels filled with softer matter, as the nutmeg and the seeds of the North American papaw.;;;",,,,,,,https://en.wiktionary.org/wiki/ruminate,,,,,,,,
skittish,/ˈskɪtɪʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/skittish-us.mp3,adjective,Easily scared or startled; timid.;;;Wanton; changeable; fickle;;;Difficult to manage; tricky.;;;,"jumpy,skitterish,skittery,spookish,squirrelly,","jumpy,skitterish,skittery,spookish,squirrelly,",,,,,,,,,https://en.wiktionary.org/wiki/skittish,,,,,,,,
synoptic,,,adjective,"Of or relating to a synopsis.;;;(especially of meteorological data) Obtained simultaneously over a wide area, for presenting a comprehensive and nearly instantaneous picture of the state of the atmosphere.;;;Pertaining to the gospels of Matthew, Mark and Luke.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/synoptic,,,,,,,,
vociferous,,,adjective,Making or characterized by a noisy outcry; clamorous.;;;,"noisy,","noisy,",,,,,,,,,https://en.wiktionary.org/wiki/vociferous,,,,,,,,
apprehension,/æp.ɹɪˈhɛn.ʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/apprehension-uk.mp3,noun,"The physical act of seizing or taking hold of (something); seizing.;;;The act of seizing or taking by legal process; arrest.;;;Perception; the act of understanding using one's intellect without affirming, denying, or passing any judgment;;;Opinion; conception; sentiment; idea.;;;The faculty by which ideas are conceived or by which perceptions are grasped; understanding.;;;Anticipation, mostly of things unfavorable; dread or fear at the prospect of some future ill.;;;","awareness,sense,alarm,","awareness,sense,alarm,",,,,,,,,,https://en.wiktionary.org/wiki/apprehension,,,,,,,,
axiomatic,/ˌæk.si.əˈmæt.ɪk/,https://api.dictionaryapi.dev/media/pronunciations/en/axiomatic-us.mp3,adjective,Self-evident or unquestionable.;;;Relating to or containing axioms.;;;,"axiomatical,self-evident,","axiomatical,self-evident,",,,,,,,,,https://en.wiktionary.org/wiki/axiomatic,,,,,,,,
conducive,/kənˈdjuːsɪv/,,adjective,"Tending to contribute to, encourage, or bring about some result.;;;","favorable,helpful,instrumental,","favorable,helpful,instrumental,",,,,,,,,,https://en.wiktionary.org/wiki/conducive,,,,,,,,
corporeal,/kɔːˈpɔːɹiəl/,,adjective,Material; tangible; physical.;;;Pertaining to the body; bodily; corporal.;;;,"bodily,corporal,","bodily,corporal,",,,,,,,,,https://en.wiktionary.org/wiki/corporeal,,,,,,,,
eclectic,/ɛkˈlɛk.tɪk/,https://api.dictionaryapi.dev/media/pronunciations/en/eclectic-au.mp3,noun,Someone who selects according to the eclectic method.;;;,,,adjective,"Selecting a mixture of what appears to be best of various doctrines, methods or styles.;;;Unrelated and unspecialized; heterogeneous.;;;","heterogeneous,","heterogeneous,",,,,,https://en.wiktionary.org/wiki/eclectic,,,,,,,,
equanimity,/ˌiːkwəˈnɪmɪtiː/,,noun,"The state of being calm, stable and composed, especially under stress.;;;","calmness,composure,even-mindedness,","calmness,composure,even-mindedness,",,,,,,,,,https://en.wiktionary.org/wiki/equanimity,,,,,,,,
flustered,,,verb,"To make hot and rosy, as with drinking.;;;(by extension) To confuse; befuddle; throw into panic by making overwrought with confusion.;;;To be in a heat or bustle; to be agitated and confused.;;;",,,adjective,"Confused, befuddled, in a state of panic by having become overwrought with confusion.;;;",,,,,,,https://en.wiktionary.org/wiki/fluster,,,,,,,,
insolent,/ˈɪnsə.lənt/,,noun,A person who is insolent.;;;,,,adjective,Insulting in manner or words.;;;Rude.;;;,"arrogant,bold,cocky,impudent,disrespectful,impertinent,insubordinate,offensive,","arrogant,bold,cocky,impudent,disrespectful,impertinent,insubordinate,offensive,",,,,,https://en.wiktionary.org/wiki/insolent,,,,,,,,
lampoon,/læmˈpuːn/,https://api.dictionaryapi.dev/media/pronunciations/en/lampoon-au.mp3,noun,"A written attack or other work ridiculing a person, group, or institution.;;;",,,verb,To satirize or poke fun at.;;;,,,,,,,https://en.wiktionary.org/wiki/lampoon,,,,,,,,
lugubrious,/ləˈɡ(j)uːbɹi.əs/,https://api.dictionaryapi.dev/media/pronunciations/en/lugubrious-us.mp3,adjective,"Gloomy, mournful or dismal, especially to an exaggerated degree.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/lugubrious,,,,,,,,
macabre,,https://api.dictionaryapi.dev/media/pronunciations/en/macabre-au.mp3,adjective,"Representing or personifying death.;;;Obsessed with death or the gruesome.;;;Ghastly, shocking, terrifying.;;;","ghastly,horrifying,shocking,terrifying,","ghastly,horrifying,shocking,terrifying,",,,,,,,,,https://en.wiktionary.org/wiki/macabre,,,,,,,,
morose,/məˈɹəʊs/,,adjective,"Sullen, gloomy; showing a brooding ill humour.;;;","crabby,glum,grouchy,gruff,melancholy,moody,sulky,","crabby,glum,grouchy,gruff,melancholy,moody,sulky,",,,,,,,,,https://en.wiktionary.org/wiki/morose,,,,,,,,
officious,,,adjective,"Obliging, attentive, eager to please.;;;Offensively intrusive or interfering in offering advice and services.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/officious,,,,,,,,
supplant,,https://api.dictionaryapi.dev/media/pronunciations/en/supplant-au.mp3,verb,"To take the place of; to replace, to supersede.;;;To uproot, to remove violently.;;;","uproot,wrench,dethrone,oust,replace,supersede,take over,","uproot,wrench,dethrone,oust,replace,supersede,take over,",,,,,,,,,https://en.wiktionary.org/wiki/supplant,,,,,,,,
tacit,/ˈtæsɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/tacit-us.mp3,adjective,"Expressed in silence; implied, but not made explicit; silent.;;;Not derived from formal principles of reasoning; based on induction rather than deduction.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/tacit,,,,,,,,
intrepid,/ɪnˈtɹɛpɪd/,,adjective,Fearless; bold; brave.;;;,"courageous,fearless,unafraid,","courageous,fearless,unafraid,",,,,,,,,,https://en.wiktionary.org/wiki/intrepid,,,,,,,,
neophyte,/ˈni.əˌfaɪt/,,noun,"A beginner; a person who is new to a subject, skill, or belief.;;;A novice (recent convert); a new convert or proselyte; a new monk.;;;A name given by the early Christians, and still given by the Roman Catholics, to those who have recently embraced the Christian faith, and been admitted to baptism, especially those converts from heathenism or Judaism.;;;A plant species recently introduced to an area (in contrast to archaeophyte, a long-established introduced species).;;;","beginner,newbie,newcomer,starter,catechumen,novice,","beginner,newbie,newcomer,starter,catechumen,novice,",,,,,,,,,https://en.wiktionary.org/wiki/neophyte,,,,,,,,
salubrious,/səˈluː.bɹiː.əs/,https://api.dictionaryapi.dev/media/pronunciations/en/salubrious-au.mp3,adjective,"Promoting health or well-being; wholesome, especially as related to air.;;;","healthful,","healthful,",,,,,,,,,https://en.wiktionary.org/wiki/salubrious,,,,,,,,
soporific,,https://api.dictionaryapi.dev/media/pronunciations/en/soporific-uk.mp3,noun,"Something inducing sleep, especially a drug.;;;Something boring or dull.;;;",,,adjective,"(pharmaceutical effect) Tending to induce sleep.;;;Boring, dull.;;;",,,,,,,https://en.wiktionary.org/wiki/soporific,,,,,,,,
tendentious,/tɛnˈdɛnʃəs/,https://api.dictionaryapi.dev/media/pronunciations/en/tendentious-uk.mp3,adjective,"Having a tendency; written or spoken with a partisan, biased or prejudiced purpose, especially a controversial one.;;;Implicitly or explicitly slanted.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/tendentious,,,,,,,,
divulge,/daɪˈvʌldʒ/,https://api.dictionaryapi.dev/media/pronunciations/en/divulge-uk.mp3,verb,"To make public or known; to communicate to the public; to tell (information, especially a secret) so that it may become generally known;;;To indicate publicly; to proclaim.;;;","bewray,bring out,disclose,discover,expose,give away,impart,let on,let out,reveal,uncover,disclose,","bewray,bring out,disclose,discover,expose,give away,impart,let on,let out,reveal,uncover,disclose,",,,,,,,,,https://en.wiktionary.org/wiki/divulge,,,,,,,,
fallacious,/fə.ˈleɪ.ʃəs/,,adjective,Characterized by fallacy; false or mistaken.;;;Deceptive or misleading.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/fallacious,,,,,,,,
foolhardy,,https://api.dictionaryapi.dev/media/pronunciations/en/foolhardy-au.mp3,adjective,Marked by unthinking recklessness with disregard for danger; boldly rash; hotheaded.;;;,"bold,daring,foolish,irresponsible,rash,reckless,","bold,daring,foolish,irresponsible,rash,reckless,",,,,,,,,,https://en.wiktionary.org/wiki/foolhardy,,,,,,,,
impugn,/ɪmˈpjuːn/,https://api.dictionaryapi.dev/media/pronunciations/en/impugn-us.mp3,verb,"To assault, attack.;;;To verbally assault, especially to argue against an opinion, motive, or action; to question the truth or validity of.;;;","call into question,challenge,contest,contradict,deny,disavow,dispute,negate,oppugn,","call into question,challenge,contest,contradict,deny,disavow,dispute,negate,oppugn,",,,,,,,,,https://en.wiktionary.org/wiki/impugn,,,,,,,,
inveterate,/ɪnˈvɛtəɹɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/inveterate-uk.mp3,verb,To fix and settle after a long time; to entrench.;;;,,,adjective,Firmly established from having been around for a long time; of long standing;;;(of a person) Having had a habit for a long time;;;Malignant; virulent; spiteful.;;;,"chronic,deep-rooted,hardened,ineradicable,ingrained,radicated,","chronic,deep-rooted,hardened,ineradicable,ingrained,radicated,",,,,,https://en.wiktionary.org/wiki/inveterate,,,,,,,,
petulant,/ˈpɛtjələnt/,,adjective,Childishly irritable;;;Forward; pert; insolent; wanton.;;;,"brazen,flippant,impertinent,bad-tempered,crabby,grouchy,huffy,ill-tempered,irritable,snappish,","brazen,flippant,impertinent,bad-tempered,crabby,grouchy,huffy,ill-tempered,irritable,snappish,",,,,,,,,,https://en.wiktionary.org/wiki/petulant,,,,,,,,
pithy,/ˈpɪθi/,,adjective,"Concise and meaningful.;;;Of, like, or abounding in pith.;;;","concise,laconic,succinct,terse,","concise,laconic,succinct,terse,",,,,,,,,,https://en.wiktionary.org/wiki/pithy,,,,,,,,
pliant,/ˈplaɪənt/,,adjective,Capable of plying or bending; readily yielding to force or pressure without breaking;;;Easily influenced; tractable.;;;,"flexible,limber,lithe,plastic,pliable,","flexible,limber,lithe,plastic,pliable,",,,,,,,,,https://en.wiktionary.org/wiki/pliant,,,,,,,,
upbraid,/ˌʌpˈbɹeɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/upbraid-us.mp3,noun,The act of reproaching; scorn; disdain.;;;,,,verb,"To criticize severely.;;;(followed by with or for, and formerly of before the object) To charge with something wrong or disgraceful; to reproach;;;To treat with contempt.;;;(followed by ""to"" before the object) To object or urge as a matter of reproach;;;To utter upbraidings.;;;To vomit; retch.;;;","cast up,","cast up,",,,,,https://en.wiktionary.org/wiki/upbraid,,,,,,,,
vexation,/vɛkˈseɪʃən/,,noun,"The act of annoying, vexing, or irritating.;;;The state of being vexed or irritated.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/vexation,,,,,,,,
cajole,,https://api.dictionaryapi.dev/media/pronunciations/en/cajole-au.mp3,verb,"To persuade someone to do something which they are reluctant to do, especially by flattery or promises; to coax.;;;","butter up,coax,entice,inveigle,sweet-talk,wheedle,","butter up,coax,entice,inveigle,sweet-talk,wheedle,",,,,,,,,,https://en.wiktionary.org/wiki/cajole,,,,,,,,
chary,/ˈtʃɛəɹi/,https://api.dictionaryapi.dev/media/pronunciations/en/chary-uk.mp3,adverb,In a chary manner.;;;,,,adjective,"Careful, cautious, shy, wary.;;;Excessively particular or fussy about details; fastidious.;;;Not disposed to give freely; not lavish; frugal, sparing.;;;Cared for, regarded as precious; cherished.;;;",,,,,,,https://en.wiktionary.org/wiki/charily,,,,,,,,
curmudgeon,/kɜː(ɹ)ˈmʌdʒ.ən/,,noun,A miser.;;;An ill-tempered person full of stubborn ideas or opinions.;;;,"crank,","crank,",,,,,,,,,https://en.wiktionary.org/wiki/curmudgeon,,,,,,,,
dirge,/dɜːdʒ/,,noun,"A mournful poem or piece of music composed or performed as a memorial to a dead person.;;;A song or piece of music that is considered too slow, bland or boring.;;;","coronach,elegy,lament,requiem,threnody,","coronach,elegy,lament,requiem,threnody,",verb,To sing dirges;;;,,,,,,,https://en.wiktionary.org/wiki/dirge,,,,,,,,
euphemism,/ˈjuː.fəˌmɪ.z(ə)m/,https://api.dictionaryapi.dev/media/pronunciations/en/euphemism-us.mp3,noun,"The use of a word or phrase to replace another with one that is considered less offensive, blunt or vulgar than the word or phrase which it replaces.;;;A word or phrase that is used to replace another in this way.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/euphemism,,,,,,,,
excoriate,,https://api.dictionaryapi.dev/media/pronunciations/en/excoriate-uk.mp3,verb,To wear off the skin of; to chafe or flay.;;;To strongly denounce or censure.;;;,"abrade,chafe,flay,condemn,disparage,reprobate,tear a strip off,","abrade,chafe,flay,condemn,disparage,reprobate,tear a strip off,",,,,,,,,,https://en.wiktionary.org/wiki/excoriate,,,,,,,,
exigent,/ˈɛk.sɪ.dʒənt/,https://api.dictionaryapi.dev/media/pronunciations/en/exigent-uk.mp3,noun,Extremity; end; limit; pressing urgency.;;;The amount that is required.;;;A writ in proceedings before outlawry.;;;,,,adjective,Urgent; needing immediate action.;;;Demanding; requiring great effort.;;;,,,,,,,https://en.wiktionary.org/wiki/exigent,,,,,,,,
haughty,/ˈhɑti/,,adjective,"Conveying in demeanour the assumption of superiority; disdainful, supercilious.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/haughty,,,,,,,,
heady,/ˈhɛdi/,,adjective,Intoxicating or stupefying.;;;Tending to upset the mind or senses.;;;Exhilarating.;;;Intellectual.;;;Rash or impetuous.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/heady,,,,,,,,
lambaste,/læmˈbeɪst/,,verb,"To scold, reprimand or criticize harshly.;;;(dated in UK English but not US English) To give a thrashing to; to beat severely.;;;","beat,hit,thrash,berate,scold,tell off,","beat,hit,thrash,berate,scold,tell off,",,,,,,,,,https://en.wiktionary.org/wiki/lambaste,,,,,,,,
miscreant,,https://api.dictionaryapi.dev/media/pronunciations/en/miscreant-au.mp3,noun,"One who has behaved badly, or illegally.;;;One not restrained by moral principles; an unscrupulous villain.;;;One who holds a false religious belief; a misbeliever.;;;",,,adjective,Lacking in conscience or moral principles; unscrupulous.;;;Holding an incorrect religious belief.;;;,,,,,,,https://en.wiktionary.org/wiki/miscreant,,,,,,,,
peccadillo,/ˌpɛ.kəˈdɪ.ləʊ/,,noun,A small flaw or sin.;;;A petty offense.;;;,"veniality,","veniality,",,,,,,,,,https://en.wiktionary.org/wiki/peccadillo,,,,,,,,
philistine,,https://api.dictionaryapi.dev/media/pronunciations/en/philistine-au.mp3,noun,"A person who is ignorant or uneducated; specifically, a person who lacks appreciation of or is antagonistic towards art or culture, and who has pedestrian tastes.;;;","heathen,","heathen,",adjective,"Ignorant or uneducated; specifically, lacking appreciation for or antagonistic towards art or culture, and having pedestrian tastes.;;;","heathen,philistinic,philistinish,","heathen,philistinic,philistinish,",,,,,https://en.wiktionary.org/wiki/philistine,,,,,,,,
relegate,,https://api.dictionaryapi.dev/media/pronunciations/en/relegate-1-au.mp3,verb,"Exile, banish, remove, or send away.;;;(in extended use) Consign or assign.;;;Refer or submit.;;;",,,noun,"(history) A person who has been banished from proximity to Rome for a set time, but without losing his civil rights.;;;",,,adjective,Relegated; exiled.;;;,,,https://en.wiktionary.org/wiki/relegate,,,,,,,,
repugnant,/ɹɪˈpʌɡnənt/,,adjective,Offensive or repulsive; arousing disgust or aversion.;;;Opposed or in conflict.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/repugnant,,,,,,,,
swindle,/ˈswɪnd(ə)l/,,noun,An instance of swindling.;;;Anything that is deceptively not what it appears to be.;;;,"scheme,swizz,","scheme,swizz,",verb,To defraud.;;;To obtain (money or property) by fraudulent or deceitful methods.;;;,"be sold a pup,swizz,","be sold a pup,swizz,",,,,,https://en.wiktionary.org/wiki/swindle,,,,,,,,
turpitude,,,noun,"Inherent baseness, depravity or wickedness; corruptness and evilness.;;;An act evident of such a depravity.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/turpitude,,,,,,,,
unalloyed,,,adjective,"(of metal) Not alloyed; not in mixture with other metals; pure.;;;Complete and unreserved; pure; unadulterated; not restricted, modified, or qualified by reservations.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/unalloyed,,,,,,,,
wheedle,/ˈwiː.dəl/,,noun,A coaxing person.;;;,,,verb,"To cajole or attempt to persuade by flattery.;;;To obtain by flattery, guile, or trickery.;;;",,,,,,,https://en.wiktionary.org/wiki/wheedle,,,,,,,,
convivial,/kənˈvɪv.i.əl/,,adjective,"Having elements of a feast or of entertainment, especially when it comes to eating and drinking, with accompanying festivity;;;","festive,gay,jovial,merry,social,","festive,gay,jovial,merry,social,",,,,,,,,,https://en.wiktionary.org/wiki/convivial,,,,,,,,
decadent,/ˈdɛkədənt/,https://api.dictionaryapi.dev/media/pronunciations/en/decadent-uk.mp3,noun,A person affected by moral decay.;;;,,,adjective,Characterized by moral or cultural decline.;;;Luxuriously self-indulgent.;;;,"sinful,","sinful,",,,,,https://en.wiktionary.org/wiki/decadent,,,,,,,,
egregious,/əˈɡɹiː.dʒi.əs/,https://api.dictionaryapi.dev/media/pronunciations/en/egregious-us.mp3,adjective,"Usually in a negative sense: conspicuous, exceptional, outstanding.;;;Outrageously bad; shocking.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/egregious,,,,,,,,
evanescent,/iːvə-/,https://api.dictionaryapi.dev/media/pronunciations/en/evanescent-uk.mp3,adjective,"Disappearing, vanishing.;;;Barely there; almost imperceptible.;;;Ephemeral, fleeting, momentary.;;;","nonevanescent,nonevanescent,","nonevanescent,nonevanescent,",,,,,,,,,https://en.wiktionary.org/wiki/evanescent,,,,,,,,
forestall,/fɔː(ɹ)ˈstɔːl/,https://api.dictionaryapi.dev/media/pronunciations/en/forestall-1-uk.mp3,verb,"To prevent, delay or hinder something by taking precautionary or anticipatory measures; to avert.;;;To preclude or bar from happening, render impossible.;;;To purchase the complete supply of a good, particularly foodstuffs, in order to charge a monopoly price.;;;To anticipate, to act foreseeingly.;;;To deprive (with of).;;;To obstruct or stop up, as a road; to stop the passage of a highway; to intercept on the road, as goods on the way to market.;;;",,,noun,An ambush; plot; an interception; waylaying; rescue.;;;Something situated or placed in front.;;;,,,,,,,https://en.wiktionary.org/wiki/forestall,,,,,,,,
gainsay,/ˈɡeɪnˌseɪ/,,verb,To say something in contradiction to.;;;,"controvert,deny,dispute,refute,withsay,","controvert,deny,dispute,refute,withsay,",,,,,,,,,https://en.wiktionary.org/wiki/gainsay,,,,,,,,
galvanize,/ˈɡælvənaɪ̯z/,https://api.dictionaryapi.dev/media/pronunciations/en/galvanize-us.mp3,verb,"To coat with a thin layer of metal by electrochemical means.;;;To coat with rust-resistant zinc.;;;To shock or stimulate into sudden activity, as if by electric shock.;;;To electrify.;;;To switch sides between Union and Confederate in the American Civil War.;;;","animate,startle,urge,electroplate,zinc,","animate,startle,urge,electroplate,zinc,",,,,,,,,,https://en.wiktionary.org/wiki/galvanize,,,,,,,,
nettlesome,,,adjective,"(of a person, thing, situation, etc.) Causing irritation, annoyance, or discomfort; bothersome, irksome.;;;(of a task, problem, etc.) Thorny; difficult to deal with, especially due to being complex or tricky.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/nettlesome,,,,,,,,
obviate,/ˈɒbviˌeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/obviate-uk.mp3,verb,To anticipate and prevent or bypass (something which would otherwise have been necessary or required).;;;To avoid (a future problem or difficult situation).;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/obviate,,,,,,,,
oust,/ʌʊst/,,verb,To expel; to remove.;;;,"banish,dismiss,eject,exclude,","banish,dismiss,eject,exclude,",,,,,,,,,https://en.wiktionary.org/wiki/oust,,,,,,,,
palpable,,https://api.dictionaryapi.dev/media/pronunciations/en/palpable-au.mp3,adjective,"Capable of being touched, felt or handled; touchable, tangible.;;;Obvious or easily perceived; noticeable.;;;That can be detected by palpation.;;;","manifest,noticeable,patent,tangible,touchable,","manifest,noticeable,patent,tangible,touchable,",,,,,,,,,https://en.wiktionary.org/wiki/palpable,,,,,,,,
perfidy,/ˈpɜː.fɪ.di/,,noun,"A state or act of violating faith or allegiance; violation of a promise or vow, or of trust;;;Specifically, in warfare, an illegitimate act of deception, such as using symbols like the Red Cross or white flag to gain proximity to an enemy for purposes of attack.;;;A state or act of deceit.;;;","betrayal,treachery,perfidiousness,","betrayal,treachery,perfidiousness,",,,,,,,,,https://en.wiktionary.org/wiki/perfidy,,,,,,,,
pugnacious,/pʌɡˈneɪ.ʃəs/,,adjective,Naturally aggressive or hostile; combative; belligerent; bellicose.;;;,,,,,,,,,,,https://en.wiktionary.org/wiki/pugnacious,,,,,,,,
scant,/skænt/,https://api.dictionaryapi.dev/media/pronunciations/en/scant-us.mp3,adjective,"Very little, very few.;;;Not full, large, or plentiful; scarcely sufficient; scanty; meager; not enough.;;;Sparing; parsimonious; chary.;;;","geason,few,little,slight,","geason,few,little,slight,",verb,"To limit in amount or share; to stint.;;;To fail, or become less; to scantle.;;;",,,noun,A block of stone sawn on two sides down to the bed level.;;;A sheet of stone.;;;(wood) A slightly thinner measurement of a standard wood size.;;;,,,https://en.wiktionary.org/wiki/scant,noun,Scarcity; lack.;;;,,,adverb,With difficulty; scarcely; hardly.;;;,,
vapid,/ˈveɪp.ɪd/,,adjective,"Offering nothing that is stimulating or challenging.;;;Lifeless, dull, or banal.;;;Tasteless, bland, or insipid.;;;",,,,,,,,,,,https://en.wiktionary.org/wiki/vapid,,,,,,,,
